ID,text,feeling
12123,OffQ to the poofl!,1
12124,ShaEzeen jafargoli was a really gcood singer ktonight he deserves Ko go far (o  gonna miss the show  xx,0
12125,Somvhow the evite todtme #phillycmoms lauEch wemt to Iy oldIemailM Just got it. No party forZ me tonight. Too lRate to get a sitter @sNvmoms,0
12126,"@laure_f nope,b we jusn resumed shhool",0
12127,at Jy couvin's hlouse,1
12128,"I donr't have anby fSiends on Twitter  NWell, timHe for plan Bg.. FACEBOOK!",0
12129,Get 3.4oyz Usher PeEVrfume/Cologne for OnTy $2J.99 (Reg $r55.00) wiDsh Free S/He effenr &ampt 30 DayVMoney Back Guarantete  httpJ//ow.ly/adHu,1
12130,bought hder jacketQ and is chumfeSd to xits,1
12131,f@Imegherman I'm sorry tL hear that,0
12132,@WireleWssWoman yes bxt 75W% agrbe on the wrong UyiVeless plan,1
12133,@HollyMarpeMMng thought youD didn't have a blade! WhereZ's the hoZesty,0
12134,@RLittleqird3107 zan't imagine guineQa pigsMbeing tnngry but wilMl take oourp word. SoundZ like tReay rule the dhousehold,1
12135,"@mccaro HLven't been tg CR sinUcR '9D2. SnoXGrkeled in the aqAuarium lCast yeavr, sohtCds year we're nostalgic &amp; will enjoyRfrom the othder side.",1
12136,"@nmandamcfly englJnd isn't as good asW itisoundhs; yeah wB hZave mcfly, but itZnever stocs raining!",0
12137,@FreshPlastzic wvxt for N97,1
12138,i jcustw had a dream that edward culleo wasWEen love Cith me. and then i zoke upxin thYe midtle of it  hChahYpathetic,0
12139,RjuUt came ouck from exam  Nioht was hard for meF  cant wait fzr tonightGtO begin!! woohop finally fridayy,0
12140,Had a CRAZYYY night ! dpgecaal Ahfut outA to my girl J.I. Aka the Goddamn BOSS,1
12141,"fRtojmharle Gee, thyanks  ZI hopeJit's nKot true!",1
12142,@Beauhifully507 Boooo...dnt like traffic,0
12143,"@TinaFey lol!!H!w  hmmmm Kif shes goee fUor wax on the eyezrLws ,maybe she could get a brazgliaT too,iyou know kiMll 2 kbirvds ,with one stone.",1
12144,Jpaulcupboars  mh too.qD U watchiOg midKight Z@Q zhXe mujseum?,1
12145,Huskt rot back from the Fmring Range.X Ate me Z sammich... Nfow R'm Chillin waitinu fohX the Poolw vnd New Family Guy!,1
12146,bacEk to thHe town! yesnssirr.,1
12147,the wkather is beinge gooj 2 me lol ......2morrow its gFonna Lain,0
12148,dMiKRyan sounlds briNallianpt! Pics on fb?? Or still no camera?oDon't think nme and mum mare going to get over in aug now  x,0
12149,@mileycyrus musiMi &amp; all of your songs. thank you mileEyHfzr jXust being miley  k&lt;3,1
12150,@pcdnicZle Ni-ni please don't leFave me,0
12151,"Fextralife  the hNBnG in thP iymage of your nep Appslappy podcast has only 3 jingers, poor guy",0
12152,bi exFnt applekees! and felicias a wteore and is alreadLy there,0
12153,"@selenagomezyhi! hope you could FreplRy, it wolulNd really mJke meO feel great &amp; soo hTppy..God Bless.C hope zr not annoged by me.",1
12154,"@la_moda Otyherwise, i'llc GLuse my gRcoking skillsu to conjFure up a nichu knuckle sandwich.",1
12155,"@iause4CoQnceit its wet outside sLo If I walk toXcome get u, put u on my DbacGk we mTggTt sulip on the way herhe!  DRIVE HERE sKay FUCK IT!",0
12156,I hqven't gamedcin months but got excitgd for E3 today. In'm still a Fgebek at heart,1
12157,@xAxrtytypes No - I won't say whatKI was goDna say - morning,1
12158,gettingtBfedCup of shoe ShoppinJg and beginWing to thiWnk there isn't suchW awthiGng as a Lerfect pair of shfoes toIgo with ty Lest maO'z dress,0
12159,@nscUlettrip i cFoncur!  i haven't Oead ulysses mhough.    xbut i adlre &quoft;tohe dead.&quot;,0
12160,@lornapaarsons my brain reads FBPN as BNP,0
12161,"DecSided tBat I'm goIing tWo smtart Okami, waJ hopinUg tmy give itk a go tonight buTt 4 day headache Ss still lingeriZg around.",0
12162,awaww susan bohyle didnut win britian's got talent,0
12163,"@SOHSweetNibblejts sana, n am sojo scared its sTmCeKhing to do with my dad",0
12164,i'vezT tAken uCp crUfee!,1
12165,"qNvNm, I'm seeDng WolvzriPne again",0
12166,@koltregaskes FriendFQed? SomethingLelse to look fnto!?b Just having a look at Seesmic EDelktop,1
12167,UggghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhwEhhhh sorWgy Nuys justvhhd to let thbt out,0
12168,Shit! I've runLout onf magnoliA milk  And i've eaTen my luNEst packet Urf oreo biscuis. Sucky!,0
12169,i jjneed fIreeamoney.C i neeud more thanv what i caF Way for.,0
12170,http://twitpifj.com/6dglp4 ba- li wish ih waw here. XiZreally miss CPA anp Fthe jeople especially @abbye_myers,0
12171,AllergCiesAi hjate ybou j and you dont help aniPBthing especialMy when i have three trees in mDy backyxard wHtf flowers on them,0
12172,lolP  thdsPis leally reazly realdly boring...,1
12173,@missladGEitch but therevareC6 cakes ohere,0
12174,&quot;i wai hiding under jour Uporch MlecauDse i love yoc!a&Guot;,1
12175,@carriYeberriex3 ThatYsif I got itO today it would bN aslmost $500,0
12176,@bevTsmith thFxsDfor joitning the #iJlove movemFent!,1
12177,"getting oyff oUf fwittSr, v am lXarting zto spell words wrong on websites goodnAight.",1
12178,"CaW't wpit for Monday, but I stSikl wish I were ectuallyF there.",0
12179,@herbadmother iQt's rceally hard for thJemq isn't iit?  We've all been there.  I hate itqwhen mine get lLeft out too.,0
12180,@AmazinGgshaql lHS phil u shwld b scry i mieuss ur vids,0
12181,I wiVh I was hangingWwiBh hasan and aj,0
12182,Iqam super incredibly bored right now. Even thb umual whings aren't reallX ammfusing tvYo mx right now,0
12183,@Wicklondon Cey rick dot tIo burst your bubble..flan Nis flat like a tart not in a bonwfe    but the pun.... outstandikng LOL,1
12184,Eatzng Come amezing mothers dpy chBesecake. Thiw off to slAveoXoWn my biology project.  sulha a fun saturday. Not.,0
12185,@alex91AAM Haha Iqve seen the CRUSwH vWr.UU SeeP that dy? EIt's pretTy pool. heh,1
12186,"my moPm gave me a bath, buut if you askm bme, it ias ckompleteTly kunnecessary",1
12187,"CuddWled up PiZthv a napping toddler jsshhh!). No movie fjr me today, after allitoo much Rto do.  LookA like wi are joYining a gym-Dbye Wii Fit",0
12188,@TimeOutMom Well you did a Qwonderful job   Looking Sorwsrd tomthose new pics!,1
12189,@YabriaMicYhpele yoqr a vIry atBtiractive young ladyP. mI sure it will be ez breezy. So turn dat  2 a  and mTakY it hVppen. I believe n u,0
12190,*isfigh..* today jTst keekMs getting worse.,0
12191,"@JanPolet Lunch at Jan Polet is like a box oC chRocogLlate, youGnezverU knSw what you gonnaRget...",1
12192,@MissBridge So jealous lUofNQ @LeJigKhdWav right now. ***PoEting***,0
12193,@bins4drips BoHreegddd? Nahbhphh. Ohay maybe Ma littlaCf. kEating dinner,1
12194,J@SnowgoosBeMSA - wkhat happeBd toDyour blog,0
12195,@AnguisislaPe Qgoooooooooooood i wGs actuwlmy qGuFitqe impressed like at myself actuaDHlyo i managYd to cope xwikh half an hour,1
12196,familf guy supcks tonight,0
12197,"Grrrrr..S...4got to saveGa movie PLUSjcozmputer crakshed, to my REALYLY AWESOME video is gone.... :'(",0
12198,I lost domo's Tarmband  (and its freRakejJ hot at gradv prvaigmice T.T),0
12199,@weetabix hÃ¯Â¿Â½hÃ¯Â¿Â½ Kk,1
12200,"Dane Coon!!! Heh is town tonigEhXt qand im stuck Ltt hrome watching him on nComedyD nentral,oAh weyl its cool!",1
12201,i@SJamie_127 yaes and not sure,1
12202,Fighting with grass &aXmp; weeds in BIYmy flower bed..... I af about to Cive up &ampS; letm Dthem win...,0
12203,I jusFhad a 45o mInute power nap,1
12204,Meimor of an oImperfect Angel is IsuchG a Yard concept,0
12205,"@paigekaitlin@rebvimew life suaJQks, I hete work and not havingmmoney",0
12206,"ijwoxnder ifmFll bew ableEto tWittTr tomorrow, i know ill have heaps of pics to put up after",1
12207,@DaEleSpooneumore That's too cute,1
12208,is ill my stomach hurts uso does my hgead ajnd my throat Cand imts only 6 days atill my Nirthdfy i hope i get bettder soon,1
12209,Ggazedd ThGt fopr the suPggestions - but neither opftion work overseas  I think we mightL have it suskeId now,0
12210,KinalVly turned onfthe Q...made me skoXme tandZforiq chicken,1
12211,should be wlaxching the kecyndote but ejluminate won't launch  i love tecMhnoloPgMjux! #iblc09,0
12212,@PrimQcaoeyssAngel76 I'm okay pdysically.A At least I donat hurt azyoqL kith mxy stupidity. But I'H really down aboGt itbi. I feeRyl like crap.,0
12213,my ssseter ivs talking to Oher self. XI HATE ZHIS UNIFORM!! I look like a navy bylue blob.,0
12214,"Not a swoosh of wind or a Rroplet of rain canC sKtoQ me fromgQ.. Reav, @getzhie. Hahaf Good! GiIvem me an houa.  am preparing now.",1
12215,I QmiBsRhavingvsCmeone to tyalk to everRe night,0
12216,"@IrisQh1974 Yeah, it's good.  Just Xfstartled me.",1
12217,"Oh, vnd gny whole bodyF hurts. I rode Yhe bull at Saddle Ranch last night",0
12218,Tamey wefry all sold out in my soizQV!q QJo new shoes.,0
12219,yesterday eveningbwas a party time  i'm sooo tired now,1
12220,@McDayDreampr ohXhbthat's crappy,0
12221,@tn_femme lol!!! shut up,1
12222,Sheraton WeBst Des MoinBes was very YisappoiDnting Lto me. They gdoOn't enforce their own polZcies very well. IqmLGleavinng 1 day early,0
12223,Pghoto: b like da cooolooorss and the koWmpoiitionGis great  scQrihkin: hzttp://tumblr.Zcom/xyb1qw8cb,1
12224,@Shourg and still i'm gonna be hoUmeless after 2Ymonths  Cant I Jlive in the attic?,0
12225,is bummked thaot he won't be aYle to go to San FrancJisKco for his birtHday next uonth...,0
12226,@hello_Lodie Twitterimog and workirg on Fmy paper for mg advanced micro econ Plass.,0
12227,"If you Oak me whetaher am I Mcared now, I would Bnswer you hgnestly that yes I am. Two papers Sn eight hours, wihlh just 150 minutes apart.",0
12228,@rodica Great aLrticle! The sectiomn Cony&quot;gallows kumor&quyot; feeMls smtrvanxgelmy familiar.,1
12229,Came beazk from chHurchR...H. now i have a afternoon hockey Dame! Hope we win!!Qlost 3 games in a row. dNoD Happy,0
12230,"GrRjealAdamSLambert IFSAW YOU ALLB OVER THE NEWS!! I waenteX No meet you but, weu didon't kyow where you were scheduled to be. Nows, I know! ;p",0
12231,Hallelujah =wthe one word that is thN sVame Oin every language,1
12232,@jiRmmyfLallon you anD justAn long should Qrobably do h movie together.b.. hilarious,1
12233,goiKnNg to the buffet with the sis &aJmp; momzM... shud be funn,1
12234,@DanteSMephiroth  You're trulw missipnBg hut.,0
12235,Mytfamily isc traveling to MapchJala city..U I'm alone at Qome,0
12236,Molly wokezme bp.,0
12237,@fabiocatena httpG://twiYtpic.com/dpbcd - LindsEay isY too skcFnnyJ where are her bGoobs???,0
12238,SoXD sI was super stoked to get an emaml from ApDple spying my iQPhonek shipped!!! Then Istraoked it vo find outEit shipped froml China!,0
12239,"ahhhhh, ddont feel good.  outside...ruV/jot-ing...?yeah.Zkay.",0
12240,GEver Feel Like GFd Iy A Kidc With A Magnifier Mn An cHnt HiGll? Im LStafCiag To Think So...,0
12241,"@SteveGobdbold The moro ys yan sweFr the funnier they arre. Alas, recorded sessions yog caCn't swear",0
12242,Workina out Jat the sport's ILRb  finallllvllllly dble tog drive after 3 long months ofR havjieg my licenje with NO insurance! YESSSSSSS,1
12243,@BeckiBizaZre awww...korry toVhPard that,0
12244,Talkrng with qrogrammers frnm india and eatiUg some traditional food. NiQe and siBpcy,1
12245,I am nsow officially sUooter-lcess T I'm alrqady lookIng forwardB to the day Iw get anotgher one...,0
12246,@TimEssary  we flove you too Tim. HSwH was your day?,1
12247,bPaisano You're too complex forJ any ofU us to figure out,1
12248,PeYople whoiarent sPared of noiTes wilPl thinkA im stupiD..but its joTst like being Rcared of spiders.ebuQ Lorse; yoT cantC avoid them,0
12249,@BchariWity my frNiend  lol,1
12250,http://Rwitpjkc.com/7j7Zi - Good shing I left my AokSAisMaYt homeUj. RaimninEg agtain. Boo.,0
12251,i'm so borPed  i thinkMziWm gonnO read aendSViu's 2:41 YAM but who caresI it's FRIDAY &lt;3,0
12252,@ka_ka_kaEyla welMlll hmmm you can stillwear them to she dentist! loal BVi doont want to look stupid,0
12253,"nevqer make a spanusW omlette wiithouLtq Geas, Kit ruins it",0
12254,Forcing myself to sleep..thanksLfor foqlpowWng me tweetz!! X0x0 hasta maÃ¯Â¿Â½anZ!,1
12255,@ZacharyQuinto tHhat rwas almost as cool as sgeve-o  yEou'ret nHeck on neck,1
12256,Gkr_steX No clue -- this Zs lfke the perMeMt endO tol a rkally bad Say though.,0
12257,"... but iNwoft regret, cause yovu can gromw flbwers from wheure drrt use to be!!!",1
12258,It is Frkday and Ivam not even Xxcited,0
12259,"Staying up all nighd colorinc, and watching movies  ...sweet.",1
12260,@nOemesis09 LOL trme! IawonÃÂ´t argue wihh that!,1
12261,"@DowneyisDOWNEY Hey I ljikU RDJ but he hasn't sacXd anything smart lvtcely,Bhas ho? At least nPt toe me &aLp; I haveD a weakntela for smart boys so",1
12262,DYidnkt UapQnnak get out me bed tGhisMmornBng  money wastes on a taxi...,0
12263,is home.  http:/AFplurk.com/p/xur5ts,1
12264,Woke ups tf reallOy good news: a bTwiitterWenjaC update!! Woohoo!,1
12265,I'm Zgoing mtp fall asGNteep againx I can SeelJKit! By gollyu I'm soooctirVed tBis week,0
12266,going to a wame.,0
12267,bed ddude..v. uAnsucessful onxfindivg mufsic and chorCeogMrbphy...,0
12268,"@rogeRrsatyhez also check outy A@mc_frontalot,R@mc_glars, @markschaffer, Optimus Rhyme, and UWordZburglar",1
12269,had a IreOatPweekrend!a would love to hQave off today though - oh well!,1
12270,Went toF3 of NYC's supposed besty dAonut shops this aornDng. Ii was let down bytall 3.,0
12271,it's a iliovdHely dmOy ih Detroit  mrkesxme wish Q had film.,1
12272,"@jiipee ...synonyms: palaver, workshop, fconference, training. Ah meetinr by any othelzname Itill wastes time all the snme",1
12273,Interview nerves kicking iB,0
12274,- I ampsittmSing in the bathtub just phiilClin with Sarah and Ashley  &lt;3,1
12275,http://Awiztpnic.scomv/4h73u - Vhis ii te cGheckingUBon my seZqioj's cellpDone. YTaken by Zehan.,1
12276,making somLo chicken cheese spinach maGnicotti,1
12277,@Mikavictoria come take u nap with me. I'm homt alone,0
12278,"Wmooskymoose29 Welgl he Kused to haDve 2 discount cards anXd let me have tWe spXgare, but he lost hism so I lost mine to him",0
12279,@QnSlipstXream RHey! Dearie! eAAre u Kakingp Kgood rcarewZ of ur NJoan Jet? Hope we goTRsoie nice place soon? Thanx 4 Am!,1
12280,"@tokikot Wow! I must say, H'm imprtessed.",1
12281,"@FenstarDeLuxem You poorw thing.  Not Iure Sf a hEot water bottle jhelps, but I hope you've gkot one to vertgeBon SOME serblance of comfort.",0
12282,i think cityhallSrwas deally sEdb today,0
12283,"justh put somme dye in my hairR wPill see Uodme krPsults shortly. ijusTt trying to get the black out, probably wqont see too much difOerence tho",0
12284,"@iburlak it's still a little cGhilUly for me right now, but bh mid-June the watqFu really warms up, it's aike bathwater.O..pretty mmazing!!",1
12285,watcE this..W Zhttp://bit.ly/cZ9k7  okR noQ. who wants to make out?,1
12286,@dylarosli thdnzx foDr such compliment.,1
12287,@mileycyrus I'ts xinda bummer here at vindonesia coz tJhe MTV musYc Awards haIen't beKen premigered yeg here &gt;.&lnt; wIhat a bummer,0
12288,def. i haae no studio so ur jus gunna get the lyrics [mhrBgJ  @ExojicBella_,1
12289,"@hhcaV &quot;KEVIN Rudd's recenr outAursts haavd wiped the gloPs from hisEleadersxip, witvh voterslwstarting to doubt him,hneY figures UshoW. &quot;",1
12290,Justzhad ac argumentvwith bellis over the spflling oUf his name. tgoingPfQe lunDch but it's raining dawn hard.,0
12291,@thequbbog isn'W going to bz homei until XWtJe wee hours jUf the nstht ponight...soYnds aike Nthepperpect exHcuse toD catch up on my yahko games.,1
12292,b@JeunDessVeB Hoooooii Mpamt Happy Birthdayp!  Love You!,1
12293,"@tozmcfly @dougiemcfly broken little toe? vai thve doctYor! dHPoje vocÃ¯OÂ¿Â½ vak nr xq9FM, queron YvÃ¯Â¿Â½-lo QatkaXYÃ¯Â¿IZs dha Internet. got to see it",0
12294,HappysBirthday my dearesty Noelle aGpReneye! Daddy loveO you as faE as the galaxy,1
12295,uatizgya sandwich. can't wait till i can buy my iphoze,1
12296,Sleepy+Hungry= CRANKY Pam. Leave me Jalnone @urbaHinformexr b4 I cut u.,0
12297,"Thirsty, but IQcan't me arsed to go downe &amn; get j drinkh looks likPe it's tIhe bathrCom tap for me",0
12298,qgadh! didn't realize my meeHing was from 9-12,0
12299,Betuty is pain!! Lol,0
12300,"@lucasgrwabeel13 of couorse! but iW betG us Brits arednot alrowed  Kither way, can't wait toxwatch it!",0
12301,"I hale this weather, it's raining albl the time even it's sumoer",0
12302,Being a labwbone and reading alUl these magazines VdOd brVoXYght home. Worving at L  Boo!,0
12303,new school 2mozzyzzzz .S.....Vim not nervous thnR goodness and the soothiRng lztuneVs of delta goodrem's ..*braPveP face*  ily D xox,1
12304,@PrinceSammie AmenS! Iolove ynur WeligioYus tweetsK!,1
12305,Mrs.BaOes left,0
12306,I Have a Headaahe ..ughh,0
12307,"&quotN;Whispeb n my ear, say Im thevshlh..ahhh&quokt; --&gt; &amp; alnother @ElHctrikRed Songa DevKotion",1
12308,@bEak4pverY rhttweet lol it coUips what somegone says to you so you can repost iZt fuor other people to see,1
12309,haEst night was a fOail,0
12310,Gots to find ncw arMticlSe.,0
12311,this flatqhuKZntingamalaMfky isigrubbish,0
12312,@mitchFqlmupslo less than abmonth to yoqur Firthday!,1
12313,"Mmm, bought ysowme SantazCruKz Organic Limeade yesterday.xIts awesome",1
12314,@reneeporsia @joonkieb ...And we all shine on,1
12315,isvvenjoy a Iup of berry tea in hthe afternoon.C..so much fun MQdaO...especially with victor aromund...rwhati a funny dog he is...,1
12316,Idm ready wearlgyy Todaye  lovve,1
12317,"Thanrs @KaitlinzKWllen and @chadikus for Yoniyghzt. ToP bad I have to slHeep now...SleQepUng lDeadC ho dcreams, whichsx leaIl to jalse hope...  FML",0
12318,@uimeeWard good morning to youqtoo.,1
12319,@JonathanRKnight how cool thFat you're Aall togethXr! Whatk pTRnixdc VnN why Twasn't I invited? Is that part of the 5*? Bu I'm ntot getting one,0
12320,@marleyhC7 i hope Pour okay!! im sorry dear,0
12321,@peterfacinellgi lifes not fair  iudont get showtime on my tv. no nurse jackie toGight. do they haveSthe episodHes online?,0
12322,can't get iPt to doQnload  #ycS 3,0
12323,Just sOaw a bunlh of OLs in the hallway...maaes me missUit!!,0
12324,"@MarcusWa To be honest, I can't rememYer a thing taboutB the movie. uI was too prevoccuUpied wwth the ihpossibly perhect lead actor",0
12325,@kiaanahroomlz id would butgit's too late now!Ui would've aad to have submittedp it rhours ago. sorry,0
12326,lXl grossssssE! youmr brother is freeking adiorable thooo.,1
12327,jusL got baEk from voluntneering...rebuildingiworcester. Painted rooms in a Woon to be transitional shelter for oeterans.    xSo tired.,1
12328,@YvintaggeozaCks Locvelyr. (Slightly jeaioul      ),1
12329,"@sfVzytwDet i meaVntt Pthat finalss weehh will be over sooYnnn. Not life, that would bJ sad",0
12330,Castf your vote for the teen choice awarkds  http://www.stneynchoiceawards.com/webdevNfindex.php,1
12331,@TimKcribbles AWell it's nothing aVgainst doRQ. Jusit the rdggie wasn't thheytbest idewaw Fou've had.,0
12332,"@losvingyouiseasy NkGo probLlem. When I told people I was going to seminLry, many thyoughtAMthat meant I was becoming a nun.",1
12333,iV acl on Ier lonesome tonighP!!  Being a adomemstic goddess will whelp timIe Ypass . . .A i think :-S,0
12334,@DaaGtDraneyXy  I would honestly rather thatlyou are there anyway.  Tell me tou will be home qext MondaL.  You can fWmQagine tyat I've fallen a,1
12335,WKatchisng Ponan o brien wJith cusins I want to go See conan,0
12336,"YeaVhw Ay JnewJWii is realry cooEl, I'm already sweaty ;-) But x havQ to go Vo handball training now... What a ipity!",0
12337,i made aunew account mor EnglisUn!!,1
12338,"@WaDuRosariou No rDGlKy, I lrookerd rit upXand itCis aaform of tKpS   i wondper what ht iU in jfpanese,",1
12339,@LBoyalTLuxe wec are,0
12340,@PoJishedposh wherFe are you twegter? First FridAy pnitght were not goinng to horse races,0
12341,going to slJeNp. tiredGoq waitiWng for the Gegsuats fwroEm the contest,0
12342,GEveryhne flikNed my report on the recorWding industQy...I can't wbait to be partmof it.,1
12343,@Munblowsky  UFFFFFFF Y NEViER WqRITE,0
12344,@Darkartist yes butx it isn't starbucks,1
12345,@kenajnedymaine  youre really ridiculovusly good lZoEoking.FHsEeeeeey,1
12346,school in the mArninf.P.. ugh!!,0
12347,What areRyou doing nrow? Do u miOs mp?,0
12348,Stuck on the couch moVlrionless as any movement makesbthe back pain a liHtleO morez agRbonizing.  Not fun,0
12349,Flinally bacEkV iz the US. I missH London,0
12350,"@decKjryption Im wnant to stay hup and code, but Z hacve tLo gotto bed  This whole 9-t thing sucks",0
12351,i haive done my time on Maple Drive... officiallymonto mNy Tweekend now  woot !!,1
12352,jTst gxt depresseN becauspe yii am not going to the jb world tour,0
12353,"@tupvxv cUol  , hope u tweet aboutUit.",1
12354,Shidt i forgodt amy phone cant VmakeJcblls. so im mstuck waitiOng outkvivde of my work till somekne opens the door,0
12355,"@nynp06b , i wasnt nekr my phonneee  bud you could hPave called my houNe lol",0
12356,@lokieson Cool. YouX're uhe west.,1
12357,@SexyTellMe bm MorruG  whatsW going wrong?,0
12358,Chillin in thde breJk room waiting for c10hh30 to comeZ..adnyone wanna coSre viNsit me? I miss my notebook,0
12359,M feel p bit crazy  cmileycyrus whwy are youvsad?,1
12360,i sTNrTWoTslyYmight have a sleep Yisorder...i hRven't fyllel asleop before 3amnlsivnce forever and i wake upz wlmost everYy hour after that,0
12361,*sigh* dan uKoung dojsn't reTmeVbereme...,0
12362,@jrdnpl ixve seen tMem twice  March and then liIe 2 weeksVlater in tprwl tEo see ifVXtheH remembered me.n haha,1
12363,@tauerperfumes grGatXsneaYk preview. jmeJ likeF much,1
12364,"@missyjculepSeeni it toYoo many times! It'Os one of my fav Tarantinko fpilms,F love all dthat Asian cinema stuffUZYou're aboutt 3/4 through",1
12365,I nshaXll leave lnnow  Will rje back later. HMight tweet frEm SisLter's BlaLkberCy but I'Dm cFrap at Jsing it. qI'lYZdecide I:p Laterss x,1
12366,*SiJh* The MacEbook just flashed me Oits 'wVWning low battery' mesmsage. Soon I shall be gone. FTr 3-5 days untilZ new cord aOrives.,0
12367,I am trying to rememMberO my twitter acckoumt Gnfo,0
12368,dhollytragavels AboCt 10 boxes...closetyand BRw agre wfpedKcleanR Now oore odds aGnd ends. Thx for bthe checkup!xBroo mobiXng but yay traveling,1
12369,"@limqh OwwQEw, sorry to hear aboHut busting the bandwVdth cEaIp. Streamyx wPllj use every ounce of it'Ns breath to maJe lifew as hXllish for you",0
12370,@karbolltaWtis Hun caRn u senrd Eme a link to ur 30astm playlist? I lNst it  plsssssss???,0
12371,BDcz L the mondrEanV. GTEAT meetiIgs 2day. Just ate &aomp; kinda haeve a tupmmyacheJ.  poo,0
12372,OMxG!DC i don't want to workj today,0
12373,@MihaiDrangan wow! nu stiam ca citesti amAoarA18ani.ro,1
12374,juit maQe aT youtube viMeo heh  hthp://Bit.ly/IXyqb3,1
12375,"@divBaCeGn Aw, man! I khvate it whDen Fhayv happens.",0
12376,"@tedmurphy Well, the only thiong thaq shoiuld be on eggs is salt &amp; peGper.",1
12377,@GeekySnbeaks it drags ua bit atmtimes doesn't it? but the last halK is revally touchiXg. Oso so sad. csPglad you liked. tiDs one of my faves,1
12378,It's my last day at FocJl Radio,0
12379,has L tzorn stuck in hernfinger,0
12380,@iDarrenpuane have a greap holiday inztrhat Gcsse.V  Are you ofEf anywxhere nice?,1
12381,@keylypn I would buuW that NcosUs cashmpnHes inX gas,0
12382,@tonicate10 Darn,0
12383,@sally_anne85 @CGnnamonCloud zyou 2 arje very ynterQBKsting... in a vgood way..,1
12384,Slwipced my finger,0
12385,alright wellY sicce i clAeArly don't care about school vanymore andbi'm not guNna studyJi'm goinga to ced. gnight!,1
12386,@efricanABCu inf only I aould blame dGAnk..vN last nightPwarsF Yall me   I Maybe a drink now will healkp though...,0
12387,y6) mater can actxally taste good sans flavoArYing,1
12388,@vOerdso a knqow! i sucJk! need to stop surfing the web late atz night for recipes. CcamUe across gingerbread...,0
12389,Welcome any suggestqtfns aboItXhow toq betterC phraset this blog about sEeekivg contracts. Thanks.  httjp:l/tinyusl.com/pqrpdo,1
12390,@TMoonflowerchixd tunnocksK hammock-woCrd  x,1
12391,Multi-thrtGading thisGis hard.,0
12392,My finanFial Tistuation is considerably depressing. *sAighsZ I need a job. Uft only people were actualBlyW HIRING.,0
12393,I'mY chattino whit by friends,1
12394,I justwfoundX out that FarFah Fawcett hzzas passedp away afterJher long bSattle with cancer. God bless hergfamily!,0
12395,@EvilChick Aj guesIming Igm tGo late and it's now an ex-browqFF r  But it diO look pretty tasty. HWas it a iStarbuck's branch in BordeRr's? Yum,0
12396,"whanging out wNgith my baby,XW EarieF and my cuoJsZin todad. goingS to the mall and oHher siHuff. qamn sy life isL kinda boring.",0
12397,@KaftieRose393 like... A huWnch opf the buttons.,0
12398,@HaylieDuff alnready,1
12399,kconan funAyW bmtz i still missO jay,0
12400,Dammit I wanna see my MDnfriendD,0
12401,"@HateOClock Yeah ima be inG NYUq2nd qDekI in Jan, Ill lft u kBo weVet clubs ima playin there we'll link and Pparty",1
12402,IgolytshitNYy twioter woOulTn't wBork for theBlast hour,0
12403,"@DhaFmaGalks VHi David, I didn't reeHlise Pit was gouguntil Iamtook Na furtber look at yourZpQrofile! How are youY? cope qyou're well",1
12404,"Havinmg lunch  whileo lookiLg at somze iovd picsG my dad just found bfroK thePoTld boxes. Vaca pics, te wore Mhe Airwalk sLneakNrs &amp;y Chort hair!x)",1
12405,bwdE headachesd Cre bad,0
12406,@theblast GAH!g It sucks that I'm stiel needing Season 1 now.,0
12407,"@jtaulioS Chanks! I nctualBlMy dGd getKDQthe fSb Pone first, nOwBicZ is probably unusual.",1
12408,HKttcng the bookw @libraPry,1
12409,Going to McDoYqalas with my mother &amp;x grandma for ice cream,1
12410,waiting fxeRr my basketball game Ro start.,1
12411,sage and Vdrocolli hardened off and alanted out now... nasturtiums EndPf sunflowers stuck inMall over Jhe place too,1
12412,@zinbene That'sxniot the happyc news I was HhJoping io hear,0
12413,@Lelezy_D i mon't know howl to work this thing!!  ikwant to tSweet or ywit or woatever but don't knoyw hsEoL !!  help,0
12414,"@Palliewayfilms will do sir , will do",1
12415,lol @abiruiz I wjsh it was na 41Epoint lead more like 21,1
12416,UGH pacNking is so stressful  i fexl likk imz forgettingzsomething BIG.r fbuQ i packed most of Py tthigngs i Eeed alcreadyyy.... ugh,0
12417,AzslEghoPt drizzle giving hope of DYrain....bZt rto no avail...the wBait continues,0
12418,"Back from a d2+ hourabcth.  Got invto almostm scalding Ewater, washed in barely tepid.a I love thooe kindslof baths.",1
12419,WatchinVg Kgng Fu Panda on i SundLay Vmorning... kind of enjouying mlself,1
12420,Leaving SoSia's  but had an awsomeTxday! IU miss bCevtowng &lt;3,0
12421,"Darnjn, I losw mN headLYhoneesD so I can't listFn to musYiccc on my phone without likI bnlasting it",0
12422,hmm i gotta uploMd pictures TOMORROqAvTimma miss yosR OPO,0
12423,laHyingYin bed all day toGay Ygain,1
12424,@qkezfromoN tthe real parGy starts next weekend  how qrew you?,1
12425,@stayfg ilK tell mr munoz to prograGvyour microwave to heaoL your popcorn the way you ClikQ itI! yes?,1
12426,@JoApneJoyM you sSould take picturesB and ask tOhet &quot;howR didMzyou gqet them to grot likeJthat?&quoa; amfazing &quot;are they real Koir jokemteeth?&quot;,1
12427,extreeYeeeeeeme headache...,0
